case_id,question_zh,strategy,model_action,final_action,answer_value,unit,gold_answer,canonical_unit,model_draft_correct,final_decision_correct,filter_triggered,evidence_count,accepted_evidence_count,web_search_calls,source_count,citation_count,latency_seconds,input_tokens,output_tokens
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,plain_agent,answer,answer,8738,USD_million,8700,USD_million,0,0,0,2,2,1,9,3,27.087,4042,1459
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,temporal_prompt,answer,answer,8738,USD_million,8700,USD_million,0,0,0,3,3,1,9,3,26.899,4065,1542
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,metadata_filter,answer,abstain,8738,USD_million,8700,USD_million,0,0,1,2,0,1,9,4,26.638,4298,1616
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,teg_validator,answer,abstain,8738,USD_million,8700,USD_million,0,0,1,2,0,1,8,3,26.364,4192,1631
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,plain_agent,abstain,abstain,,,0.66,ratio,0,0,0,0,0,3,19,0,42.16,3648,2362
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,temporal_prompt,abstain,abstain,,,0.66,ratio,0,0,0,0,0,3,18,0,32.931,3669,1899
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,metadata_filter,abstain,abstain,,,0.66,ratio,0,0,0,0,0,3,15,0,39.326,3278,1844
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,teg_validator,abstain,abstain,,,0.66,ratio,0,0,0,2,0,3,22,3,33.693,5181,2169
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,plain_agent,abstain,abstain,,,65.4,percent,0,0,0,4,4,3,19,4,35.849,4699,2442
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,temporal_prompt,abstain,abstain,,,65.4,percent,0,0,0,1,1,3,24,0,34.428,4151,2041
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,metadata_filter,abstain,abstain,,,65.4,percent,0,0,0,1,0,3,20,1,37.714,4340,1963
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,teg_validator,abstain,abstain,,,65.4,percent,0,0,0,1,0,3,23,2,44.838,4793,2020
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,plain_agent,abstain,abstain,,,0.83,ratio,0,0,0,1,1,2,16,0,32.813,3441,2015
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,temporal_prompt,abstain,abstain,,,0.83,ratio,0,0,0,0,0,3,21,0,30.088,3809,1871
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,metadata_filter,abstain,abstain,,,0.83,ratio,0,0,0,3,0,2,12,3,27.957,4274,2349
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,teg_validator,abstain,abstain,,ratio,0.83,ratio,0,0,0,2,0,3,18,2,35.235,4423,2520
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,plain_agent,answer,answer,34.6,percent,34.6,percent,1,1,0,2,2,1,8,3,25.526,3666,1375
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,temporal_prompt,answer,answer,34.6,percent,34.6,percent,1,1,0,2,2,1,9,5,24.5,4254,1747
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,metadata_filter,answer,abstain,34.6,percent,34.6,percent,1,0,1,2,0,1,9,4,30.206,4213,1702
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,teg_validator,answer,abstain,34.6,percent,34.6,percent,1,0,1,1,0,3,16,3,34.49,4495,1963
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,plain_agent,abstain,abstain,,,9.5,times,0,0,0,1,1,3,18,2,31.778,3893,1794
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,temporal_prompt,abstain,abstain,,,9.5,times,0,0,0,1,1,3,21,1,33.719,4112,1801
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,metadata_filter,abstain,abstain,,,9.5,times,0,0,0,0,0,3,25,0,29.126,3905,1626
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,teg_validator,abstain,abstain,,,9.5,times,0,0,0,1,0,3,21,2,33.469,5044,1999
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,plain_agent,abstain,abstain,,,24.26,times,0,0,0,0,0,3,18,0,25.598,3685,1672
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,temporal_prompt,abstain,abstain,,,24.26,times,0,0,0,1,1,3,14,0,33.233,3359,1898
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,metadata_filter,answer,answer,25.65,times,24.26,times,0,0,0,2,1,2,12,5,23.261,4978,1834
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,teg_validator,answer,abstain,25.65,times,24.26,times,0,0,1,2,0,3,19,2,39.216,5086,2549
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,plain_agent,abstain,abstain,,,1.9,percent,0,0,0,3,3,3,20,3,34.947,4585,2211
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,temporal_prompt,abstain,abstain,,,1.9,percent,0,0,0,0,0,3,21,0,31.234,3875,1701
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,metadata_filter,abstain,abstain,,,1.9,percent,0,0,0,1,0,3,22,3,29.428,4914,1874
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,teg_validator,abstain,abstain,,,1.9,percent,0,0,0,4,0,3,20,4,34.589,5278,2518
