case_id,question_zh,strategy,model_action,final_action,answer_value,unit,gold_answer,canonical_unit,model_draft_correct,final_decision_correct,filter_triggered,evidence_count,accepted_evidence_count,web_search_calls,source_count,citation_count,latency_seconds,input_tokens,output_tokens
sp500_return_2024,按年末收盘价计算，标普500指数2024年的价格回报率是多少？,metadata_filter,abstain,abstain,,,23.31,percent,0,0,0,1,0,1,10,5,9.835,5530,589
sp500_return_2024,按年末收盘价计算，标普500指数2024年的价格回报率是多少？,teg_validator,abstain,abstain,,,23.31,percent,0,0,0,1,0,1,10,4,10.293,5609,599
mmm_2018_capex,3M 2018财年的资本性支出是多少？,plain_agent,abstain,abstain,,,1577,USD_million,0,0,0,1,1,1,10,1,7.119,4056,309
mmm_2018_capex,3M 2018财年的资本性支出是多少？,temporal_prompt,abstain,abstain,,,1577,USD_million,0,0,0,1,1,1,10,1,6.876,4036,306
mmm_2018_capex,3M 2018财年的资本性支出是多少？,metadata_filter,abstain,abstain,,,1577,USD_million,0,0,0,1,0,1,10,1,38.33,4127,308
mmm_2018_capex,3M 2018财年的资本性支出是多少？,teg_validator,abstain,abstain,,,1577,USD_million,0,0,0,1,0,1,10,1,7.011,4321,331
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,plain_agent,abstain,abstain,,,8700,USD_million,0,0,0,1,1,1,10,1,8.402,4497,283
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,temporal_prompt,abstain,abstain,,,8700,USD_million,0,0,0,0,0,1,10,1,6.872,4487,161
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,metadata_filter,abstain,abstain,,,8700,USD_million,0,0,0,1,0,1,10,1,7.029,4603,289
mmm_2018_net_ppe,3M 2018财年末的不动产、厂房及设备净额是多少？,teg_validator,abstain,abstain,,,8700,USD_million,0,0,0,1,0,1,10,1,10.064,4753,278
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,plain_agent,abstain,abstain,,,0.66,ratio,0,0,0,1,1,1,10,1,7.4,4524,309
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,temporal_prompt,abstain,abstain,,,0.66,ratio,0,0,0,1,1,1,10,1,8.682,4544,324
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,metadata_filter,abstain,abstain,,,0.66,ratio,0,0,0,1,0,1,10,1,7.999,4579,308
adobe_2015_ocf_ratio,Adobe 2015财年经营活动现金流占总现金流入的比例是多少？,teg_validator,abstain,abstain,,,0.66,ratio,0,0,0,4,0,1,10,1,9.261,4744,670
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,plain_agent,abstain,abstain,,,65.4,percent,0,0,0,1,1,1,10,1,7.367,4418,253
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,temporal_prompt,abstain,abstain,,,65.4,percent,0,0,0,1,1,1,10,1,7.266,4479,297
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,metadata_filter,abstain,abstain,,,65.4,percent,0,0,0,1,0,1,10,1,6.915,4525,276
adobe_2016_operating_income_growth,Adobe 2016财年经营利润同比增长多少？,teg_validator,abstain,abstain,,,65.4,percent,0,0,0,1,0,1,10,1,7.728,4682,271
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,plain_agent,abstain,abstain,,,0.83,ratio,0,0,0,2,2,1,10,1,7.582,4397,405
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,temporal_prompt,abstain,abstain,,,0.83,ratio,0,0,0,2,2,1,10,1,7.598,4399,397
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,metadata_filter,abstain,abstain,,,0.83,ratio,0,0,0,2,0,1,10,1,8.088,4501,441
adobe_2017_ocf_ratio,Adobe 2017财年经营活动现金流占总现金流入的比例是多少？,teg_validator,abstain,abstain,,,0.83,ratio,0,0,0,1,0,1,10,1,9.889,4619,281
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,plain_agent,answer,answer,26.8,percent,34.6,percent,0,0,0,1,1,1,10,1,6.987,4344,291
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,temporal_prompt,abstain,abstain,,,34.6,percent,0,0,0,1,1,1,10,1,7.931,4374,286
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,metadata_filter,answer,abstain,20.88,percent,34.6,percent,0,0,1,1,0,1,10,1,7.022,4438,288
adobe_2022_operating_margin,Adobe 2022财年的经营利润率是多少？,teg_validator,abstain,abstain,,,34.6,percent,0,0,0,3,0,1,10,1,9.795,4611,605
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,plain_agent,abstain,abstain,,,9.5,times,0,0,0,2,2,1,10,1,7.438,4182,447
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,temporal_prompt,abstain,abstain,,,9.5,times,0,0,0,2,2,1,10,1,8.011,4165,410
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,metadata_filter,abstain,abstain,,,9.5,times,0,0,0,1,0,1,10,1,9.04,4320,393
aes_2022_inventory_turnover,AES 2022财年的存货周转率是多少？,teg_validator,abstain,abstain,,,9.5,times,0,0,0,2,0,1,10,1,8.449,4395,438
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,plain_agent,abstain,abstain,,,24.26,times,0,0,0,2,2,1,10,3,10.328,5190,811
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,temporal_prompt,abstain,abstain,,,24.26,times,0,0,0,1,1,1,10,1,7.245,4663,351
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,metadata_filter,abstain,abstain,,times,24.26,times,0,0,0,1,0,1,10,4,10.649,5434,688
activision_2019_fixed_asset_turnover,Activision Blizzard 2019财年的固定资产周转率是多少？,teg_validator,abstain,abstain,,,24.26,times,0,0,0,1,0,1,10,1,8.846,4948,415
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,plain_agent,abstain,abstain,,,1.9,percent,0,0,0,0,0,1,10,1,7.195,4623,240
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,temporal_prompt,abstain,abstain,,,1.9,percent,0,0,0,3,3,1,10,1,8.749,4609,737
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,metadata_filter,abstain,abstain,,,1.9,percent,0,0,0,3,0,1,10,1,8.302,4681,695
activision_capex_revenue_avg,Activision Blizzard 2017至2019财年资本性支出占收入比例的三年平均值是多少？,teg_validator,abstain,abstain,,,1.9,percent,0,0,0,3,0,1,10,1,8.27,4864,638
